hcp_id,hcp_name,specialty,decile,segment,territory_id,territory_name,rep_id,rep_name,city,province
HCP000454,Deborah May,Pulmonology,7,Medium,T011,Territory 011,REP011,Monica Herrera,Lopezfurt,Northwest Territories
HCP000455,Andrew Gonzales,Cardiology,4,Medium,T006,Territory 006,REP006,Connie Lawrence,Jeremyview,Prince Edward Island
HCP000456,Paul Contreras,Endocrinology,2,Low,T010,Territory 010,REP010,Ryan Munoz,Lake Mauriceside,Nova Scotia
HCP000457,Leah Spencer,Neurology,5,Medium,T007,Territory 007,REP007,Abigail Shaffer,Cardenaschester,Ontario
HCP000458,Taylor Armstrong,Cardiology,8,High,T016,Territory 016,REP016,Brian Ramirez,South Kent,Nova Scotia
HCP000459,Michelle Shaw,Neurology,4,Medium,T005,Territory 005,REP005,Cristian Santos,North Stacy,Nunavut
HCP000460,William Stanton,Neurology,5,Medium,T015,Territory 015,REP015,Dylan Miller,East Brad,British Columbia
HCP000461,Jessica Osborn DDS,Primary Care,3,Low,T012,Territory 012,REP012,Jamie Arnold,Luisland,British Columbia
HCP000462,James Nguyen,Cardiology,3,Low,T018,Territory 018,REP018,Derek Zuniga,Apriltown,Yukon Territory
HCP000463,Laurie Harrington,Primary Care,2,Low,T011,Territory 011,REP011,Monica Herrera,South Edwardshire,Prince Edward Island
HCP000464,Traci Garcia,Oncology,5,Medium,T002,Territory 002,REP002,Noah Rhodes,New Kimberlyport,Ontario
HCP000465,Sherry Baker,Neurology,1,Low,T007,Territory 007,REP007,Abigail Shaffer,Armstrongfort,Alberta
HCP000466,Jamie Montgomery,Primary Care,3,Low,T014,Territory 014,REP014,Michele Williams,Williamsmouth,Saskatchewan
HCP000467,Patrick Mccall,Cardiology,8,High,T006,Territory 006,REP006,Connie Lawrence,Andrewport,Newfoundland and Labrador
HCP000468,John Horton,Primary Care,8,High,T017,Territory 017,REP017,Holly Wood,Port Jeremyport,Saskatchewan
HCP000469,Roger Adams,Primary Care,5,Medium,T011,Territory 011,REP011,Monica Herrera,Jacobsland,New Brunswick
HCP000470,Thomas Russell,Cardiology,7,Medium,T015,Territory 015,REP015,Dylan Miller,Malonestad,Alberta
HCP000471,Caitlin Collins,Cardiology,7,Medium,T015,Territory 015,REP015,Dylan Miller,Taylorhaven,Prince Edward Island
HCP000472,Corey Whitaker,Primary Care,3,Low,T010,Territory 010,REP010,Ryan Munoz,East Antonioton,Northwest Territories
HCP000473,Denise Colon,Primary Care,7,Medium,T020,Territory 020,REP020,Carla Gray,Reidville,Quebec
HCP000474,Jaime Wheeler,Primary Care,3,Low,T003,Territory 003,REP003,Angie Henderson,Port Thomas,Ontario
HCP000475,Christopher Kline,Pulmonology,8,High,T002,Territory 002,REP002,Noah Rhodes,West Anthonyton,Manitoba
HCP000476,Penny Lewis,Endocrinology,3,Low,T008,Territory 008,REP008,Gina Moore,Lake Jeffrey,New Brunswick
HCP000477,Jason Smith,Neurology,5,Medium,T019,Territory 019,REP019,Lisa Jackson,South Rhondaburgh,Prince Edward Island
HCP000478,Courtney Franklin,Neurology,10,High,T008,Territory 008,REP008,Gina Moore,Jenniferview,Nova Scotia
HCP000479,Sarah Stevens,Endocrinology,3,Low,T013,Territory 013,REP013,Lisa Hensley,South Kevin,Ontario
HCP000480,Jennifer Garcia,Oncology,4,Medium,T005,Territory 005,REP005,Cristian Santos,Annaport,Newfoundland and Labrador
HCP000481,Karen Rogers,Neurology,6,Medium,T015,Territory 015,REP015,Dylan Miller,Danielleview,Newfoundland and Labrador
HCP000482,Tiffany Curtis,Primary Care,7,Medium,T012,Territory 012,REP012,Jamie Arnold,East Zachary,New Brunswick
HCP000483,Renee Lang,Cardiology,1,Low,T019,Territory 019,REP019,Lisa Jackson,Guerreroberg,Saskatchewan
HCP000484,Jonathan Phillips,Cardiology,4,Medium,T013,Territory 013,REP013,Lisa Hensley,Sullivanton,Prince Edward Island
HCP000485,Laura Lee,Endocrinology,7,Medium,T003,Territory 003,REP003,Angie Henderson,Lake Amanda,Yukon Territory
HCP000486,Todd Howard,Primary Care,5,Medium,T017,Territory 017,REP017,Holly Wood,Meganside,Manitoba
HCP000487,John Figueroa,Endocrinology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Lake Rachel,Quebec
HCP000488,Henry Garner,Primary Care,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Robertmouth,Northwest Territories
HCP000489,Edward York,Neurology,1,Low,T001,Territory 001,REP001,Allison Hill,Brownshire,Prince Edward Island
HCP000490,Andrea Preston,Primary Care,6,Medium,T005,Territory 005,REP005,Cristian Santos,Port Erinhaven,Newfoundland and Labrador
HCP000491,Seth Hernandez,Cardiology,9,High,T002,Territory 002,REP002,Noah Rhodes,West Robert,Prince Edward Island
HCP000492,Victoria Thomas,Primary Care,9,High,T010,Territory 010,REP010,Ryan Munoz,Port Christopher,Northwest Territories
HCP000493,Cassandra Walters,Primary Care,3,Low,T010,Territory 010,REP010,Ryan Munoz,South Joshuaburgh,Prince Edward Island
HCP000494,Katherine Gallagher,Primary Care,7,Medium,T012,Territory 012,REP012,Jamie Arnold,East Christinachester,Nova Scotia
HCP000495,John Smith,Cardiology,2,Low,T009,Territory 009,REP009,Gabrielle Davis,Lake Nathan,Alberta
HCP000496,Nicole Schmidt,Primary Care,3,Low,T005,Territory 005,REP005,Cristian Santos,Lake Adambury,New Brunswick
HCP000497,Haley Anderson,Cardiology,8,High,T004,Territory 004,REP004,Daniel Wagner,Gordonport,Manitoba
HCP000498,Angel Fry,Cardiology,2,Low,T007,Territory 007,REP007,Abigail Shaffer,Lunahaven,Northwest Territories
HCP000499,Michael Anderson,Primary Care,4,Medium,T019,Territory 019,REP019,Lisa Jackson,Howardborough,Manitoba
HCP000500,Tamara Powell,Pulmonology,9,High,T013,Territory 013,REP013,Lisa Hensley,East Jessica,Manitoba
HCP000501,Alex Wagner,Primary Care,2,Low,T016,Territory 016,REP016,Brian Ramirez,West Jenniferton,Nova Scotia
HCP000502,Dawn Nichols,Primary Care,6,Medium,T003,Territory 003,REP003,Angie Henderson,New Virginiaville,Quebec
HCP000503,Amber Wilson,Neurology,8,High,T020,Territory 020,REP020,Carla Gray,Jamesside,Newfoundland and Labrador
HCP000504,Christian Neal,Pulmonology,6,Medium,T016,Territory 016,REP016,Brian Ramirez,West Robertville,Quebec
HCP000505,Lisa Haynes,Primary Care,1,Low,T005,Territory 005,REP005,Cristian Santos,Rivasville,Ontario
HCP000506,Autumn Wilson,Endocrinology,9,High,T009,Territory 009,REP009,Gabrielle Davis,South Jamesborough,Yukon Territory
HCP000507,Joseph Harris,Pulmonology,8,High,T019,Territory 019,REP019,Lisa Jackson,Phillipston,Ontario
HCP000508,Daniel Fitzpatrick MD,Cardiology,5,Medium,T004,Territory 004,REP004,Daniel Wagner,North Emilyville,Prince Edward Island
HCP000509,Brittany Davis,Cardiology,10,High,T020,Territory 020,REP020,Carla Gray,Lake Jenniferview,Quebec
HCP000510,William Phillips,Primary Care,6,Medium,T008,Territory 008,REP008,Gina Moore,Williamsburgh,Alberta
HCP000511,Heather Rhodes,Primary Care,4,Medium,T005,Territory 005,REP005,Cristian Santos,Rodgersville,Yukon Territory
HCP000512,Alexandra Taylor,Endocrinology,8,High,T004,Territory 004,REP004,Daniel Wagner,West Michael,Nunavut
HCP000513,Debra Quinn,Cardiology,5,Medium,T014,Territory 014,REP014,Michele Williams,Lisaburgh,British Columbia
HCP000514,Victor Nelson,Pulmonology,6,Medium,T009,Territory 009,REP009,Gabrielle Davis,Vaughnfort,Yukon Territory
HCP000515,Stephen Jackson,Primary Care,9,High,T015,Territory 015,REP015,Dylan Miller,Lake Jessica,Manitoba
HCP000516,Thomas Webb,Endocrinology,5,Medium,T008,Territory 008,REP008,Gina Moore,Whitefurt,Yukon Territory
HCP000517,Allen Cohen,Endocrinology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,South Samantha,British Columbia
HCP000518,Jessica Brown,Primary Care,4,Medium,T014,Territory 014,REP014,Michele Williams,Alexanderhaven,Yukon Territory
HCP000519,Misty Walker,Primary Care,5,Medium,T011,Territory 011,REP011,Monica Herrera,Aprilville,Nova Scotia
HCP000520,Danielle Reed,Cardiology,7,Medium,T002,Territory 002,REP002,Noah Rhodes,Hernandezside,Prince Edward Island
HCP000521,Mason Moore,Oncology,3,Low,T016,Territory 016,REP016,Brian Ramirez,Christianburgh,British Columbia
HCP000522,Erica Rivera,Neurology,4,Medium,T012,Territory 012,REP012,Jamie Arnold,Brentbury,Ontario
HCP000523,Jennifer Young,Endocrinology,9,High,T004,Territory 004,REP004,Daniel Wagner,Wallaceshire,Nunavut
HCP000524,Jonathan Stewart,Pulmonology,2,Low,T012,Territory 012,REP012,Jamie Arnold,Mcgeetown,British Columbia
HCP000525,Andrew Dunn,Endocrinology,5,Medium,T003,Territory 003,REP003,Angie Henderson,Port Cassandraport,Ontario
HCP000526,Mary Bryant,Primary Care,1,Low,T019,Territory 019,REP019,Lisa Jackson,Michaelton,New Brunswick
HCP000527,Evelyn Saunders,Primary Care,7,Medium,T019,Territory 019,REP019,Lisa Jackson,Moranstad,Saskatchewan
HCP000528,Brent Hopkins,Neurology,7,Medium,T012,Territory 012,REP012,Jamie Arnold,West Michaelport,Ontario
HCP000529,Michaela Williams,Primary Care,5,Medium,T005,Territory 005,REP005,Cristian Santos,South Donald,Saskatchewan
HCP000530,Jennifer King,Primary Care,8,High,T010,Territory 010,REP010,Ryan Munoz,East David,Nova Scotia
HCP000531,Roger Lee,Endocrinology,9,High,T020,Territory 020,REP020,Carla Gray,Danielchester,Alberta
HCP000532,Sara Chapman,Primary Care,4,Medium,T008,Territory 008,REP008,Gina Moore,Ellisshire,Ontario
HCP000533,Jonathan Moreno,Cardiology,8,High,T003,Territory 003,REP003,Angie Henderson,New Savannahshire,Nunavut
HCP000534,Priscilla Kent,Pulmonology,10,High,T010,Territory 010,REP010,Ryan Munoz,Lake Lisa,British Columbia
HCP000535,Kyle Andrade,Endocrinology,8,High,T018,Territory 018,REP018,Derek Zuniga,Barnesbury,Newfoundland and Labrador
HCP000536,Grant Phillips,Cardiology,9,High,T004,Territory 004,REP004,Daniel Wagner,East Robert,Saskatchewan
HCP000537,Kayla Cameron,Cardiology,2,Low,T008,Territory 008,REP008,Gina Moore,Jenniferside,Quebec
HCP000538,Daniel Klein,Pulmonology,6,Medium,T017,Territory 017,REP017,Holly Wood,Samanthaberg,Saskatchewan
HCP000539,Tina Gordon,Cardiology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Jenniferstad,Ontario
HCP000540,Mr. Michael Butler,Primary Care,5,Medium,T009,Territory 009,REP009,Gabrielle Davis,Nataliechester,Yukon Territory
HCP000541,Brian James,Primary Care,8,High,T005,Territory 005,REP005,Cristian Santos,Lake Brianview,Yukon Territory
HCP000542,Victoria Vega,Neurology,4,Medium,T017,Territory 017,REP017,Holly Wood,Port Bryan,Yukon Territory
HCP000543,Paul Johnson,Cardiology,1,Low,T019,Territory 019,REP019,Lisa Jackson,Garciaside,New Brunswick
HCP000544,Kristina Young,Primary Care,7,Medium,T011,Territory 011,REP011,Monica Herrera,Heatherton,Nova Scotia
HCP000545,Tyler Daugherty,Endocrinology,7,Medium,T003,Territory 003,REP003,Angie Henderson,Tammyton,Alberta
HCP000546,Christina Melton,Cardiology,1,Low,T008,Territory 008,REP008,Gina Moore,Greerstad,Yukon Territory
HCP000547,Nancy Gonzalez,Primary Care,6,Medium,T019,Territory 019,REP019,Lisa Jackson,West Shane,Quebec
HCP000548,Victor Moss,Primary Care,3,Low,T005,Territory 005,REP005,Cristian Santos,South Billyview,Ontario
HCP000549,Christopher Singleton,Cardiology,2,Low,T011,Territory 011,REP011,Monica Herrera,West Stevenberg,Alberta
HCP000550,Frank Williams,Pulmonology,8,High,T019,Territory 019,REP019,Lisa Jackson,Tracyshire,Ontario
HCP000551,Richard Stewart,Neurology,2,Low,T012,Territory 012,REP012,Jamie Arnold,East Abigail,Yukon Territory
HCP000552,Jennifer Herrera,Cardiology,6,Medium,T014,Territory 014,REP014,Michele Williams,West Jeffreyborough,Quebec
HCP000553,Isaac Robinson,Cardiology,5,Medium,T008,Territory 008,REP008,Gina Moore,Barajastown,British Columbia
HCP000554,Jill Conway,Pulmonology,10,High,T001,Territory 001,REP001,Allison Hill,North Felicia,Northwest Territories
HCP000555,Robert Wilson,Primary Care,1,Low,T005,Territory 005,REP005,Cristian Santos,Amberport,Alberta
HCP000556,Samantha Brooks,Primary Care,9,High,T015,Territory 015,REP015,Dylan Miller,Tuckerport,Quebec
HCP000557,Jose Vaughan,Primary Care,9,High,T016,Territory 016,REP016,Brian Ramirez,Port Amanda,Alberta
HCP000558,Christine Soto,Neurology,2,Low,T017,Territory 017,REP017,Holly Wood,Port Gina,British Columbia
HCP000559,Ronald Johns,Pulmonology,3,Low,T015,Territory 015,REP015,Dylan Miller,Lucasland,Saskatchewan
HCP000560,Allison Love,Cardiology,6,Medium,T011,Territory 011,REP011,Monica Herrera,North Charlesburgh,Yukon Territory
HCP000561,Benjamin Underwood,Pulmonology,5,Medium,T020,Territory 020,REP020,Carla Gray,Rickeymouth,Quebec
HCP000562,Eugene Price,Primary Care,4,Medium,T002,Territory 002,REP002,Noah Rhodes,New Adamland,Yukon Territory
HCP000563,Amber Charles,Primary Care,4,Medium,T004,Territory 004,REP004,Daniel Wagner,Sarahville,Newfoundland and Labrador
HCP000564,Elizabeth Miller,Oncology,8,High,T020,Territory 020,REP020,Carla Gray,Jamestown,Nunavut
HCP000565,Daniel Francis,Neurology,8,High,T003,Territory 003,REP003,Angie Henderson,Susanberg,Newfoundland and Labrador
HCP000566,Suzanne Norton,Primary Care,9,High,T020,Territory 020,REP020,Carla Gray,Susantown,Ontario
HCP000567,Brenda Williams,Cardiology,8,High,T007,Territory 007,REP007,Abigail Shaffer,Medinaland,Newfoundland and Labrador
HCP000568,Patrick Swanson,Pulmonology,9,High,T011,Territory 011,REP011,Monica Herrera,South Rebecca,Ontario
HCP000569,Clinton Jensen,Cardiology,7,Medium,T016,Territory 016,REP016,Brian Ramirez,Jamesburgh,Quebec
HCP000570,Sarah York,Cardiology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,Newmanland,Newfoundland and Labrador
HCP000571,Danielle Gonzalez,Primary Care,5,Medium,T003,Territory 003,REP003,Angie Henderson,Lynnstad,Manitoba
HCP000572,Cynthia Mitchell,Cardiology,8,High,T002,Territory 002,REP002,Noah Rhodes,East Louismouth,Northwest Territories
HCP000573,Elizabeth Silva,Primary Care,9,High,T017,Territory 017,REP017,Holly Wood,Lindseychester,Manitoba
HCP000574,David Walker,Primary Care,3,Low,T013,Territory 013,REP013,Lisa Hensley,Hillstad,Manitoba
HCP000575,Erin Castillo,Cardiology,10,High,T017,Territory 017,REP017,Holly Wood,Howardport,Nunavut
HCP000576,Casey Obrien,Pulmonology,9,High,T005,Territory 005,REP005,Cristian Santos,Micheleberg,Ontario
HCP000577,Nicholas Sims,Primary Care,4,Medium,T012,Territory 012,REP012,Jamie Arnold,North Melissatown,Prince Edward Island
HCP000578,Patricia Lewis,Primary Care,2,Low,T001,Territory 001,REP001,Allison Hill,New Jorgeside,Nunavut
HCP000579,Brittany Long,Cardiology,6,Medium,T008,Territory 008,REP008,Gina Moore,Dennishaven,Ontario
HCP000580,Jack Smith,Primary Care,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Port Tamara,Prince Edward Island
HCP000581,Nicole Taylor,Neurology,8,High,T018,Territory 018,REP018,Derek Zuniga,East Ashley,Prince Edward Island
HCP000582,Tracy Fitzgerald,Primary Care,9,High,T013,Territory 013,REP013,Lisa Hensley,Crosbyton,New Brunswick
HCP000583,Crystal Baker,Cardiology,2,Low,T010,Territory 010,REP010,Ryan Munoz,North Elizabeth,Ontario
HCP000584,Heather Harrison,Cardiology,9,High,T005,Territory 005,REP005,Cristian Santos,Keithton,Quebec
HCP000585,Michael Boyd,Primary Care,8,High,T003,Territory 003,REP003,Angie Henderson,Maryview,Prince Edward Island
HCP000586,Carrie Valdez,Endocrinology,4,Medium,T011,Territory 011,REP011,Monica Herrera,Brianaland,Ontario
HCP000587,William Walker,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,Gomezstad,Nunavut
HCP000588,Stacy Smith,Primary Care,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,South Gabriel,British Columbia
HCP000589,Diana Hernandez,Primary Care,9,High,T016,Territory 016,REP016,Brian Ramirez,West Carolyn,British Columbia
HCP000590,Jennifer Rivera,Cardiology,5,Medium,T004,Territory 004,REP004,Daniel Wagner,South Emmafort,New Brunswick
HCP000591,Maria Jenkins,Pulmonology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,North David,Prince Edward Island
HCP000592,Mark Williams,Cardiology,5,Medium,T009,Territory 009,REP009,Gabrielle Davis,North Gabriel,Manitoba
HCP000593,Jennifer Costa,Endocrinology,5,Medium,T020,Territory 020,REP020,Carla Gray,Lake Jessicaport,British Columbia
HCP000594,Lawrence Ruiz,Endocrinology,3,Low,T002,Territory 002,REP002,Noah Rhodes,Jacksonchester,Prince Edward Island
HCP000595,Kevin Saunders,Cardiology,2,Low,T012,Territory 012,REP012,Jamie Arnold,Garymouth,Nunavut
HCP000596,Andrea Gray,Cardiology,9,High,T020,Territory 020,REP020,Carla Gray,North Allen,Ontario
HCP000597,Kathy Barnes,Endocrinology,2,Low,T017,Territory 017,REP017,Holly Wood,New Cole,Nunavut
HCP000598,Linda Rich,Cardiology,8,High,T017,Territory 017,REP017,Holly Wood,North Timothyberg,Prince Edward Island
HCP000599,April Pace,Endocrinology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Boydstad,Alberta
HCP000600,Jessica Mays,Endocrinology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Clarkefurt,Northwest Territories
HCP000601,Natalie Juarez,Cardiology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,South Dennisfort,Yukon Territory
HCP000602,Scott Campbell,Neurology,5,Medium,T020,Territory 020,REP020,Carla Gray,Scotttown,Saskatchewan
HCP000603,Adrienne Mills,Cardiology,6,Medium,T001,Territory 001,REP001,Allison Hill,South Diamondmouth,Nova Scotia
HCP000604,Christopher Pearson,Oncology,3,Low,T015,Territory 015,REP015,Dylan Miller,Joseside,Nova Scotia
HCP000605,Lisa Braun,Endocrinology,3,Low,T008,Territory 008,REP008,Gina Moore,Fischerchester,Ontario
HCP000606,Karen Wood,Neurology,7,Medium,T004,Territory 004,REP004,Daniel Wagner,Kingport,Prince Edward Island
HCP000607,Michael Fitzgerald,Pulmonology,4,Medium,T012,Territory 012,REP012,Jamie Arnold,Lake Jerryburgh,British Columbia
HCP000608,James Morgan,Primary Care,3,Low,T003,Territory 003,REP003,Angie Henderson,East Paultown,Yukon Territory
HCP000609,Charles Frost,Neurology,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,Davisview,New Brunswick
HCP000610,Lee Ramsey,Oncology,7,Medium,T011,Territory 011,REP011,Monica Herrera,Mendezhaven,Newfoundland and Labrador
HCP000611,Linda Bautista,Cardiology,3,Low,T016,Territory 016,REP016,Brian Ramirez,Lake Troy,Alberta
HCP000612,Matthew Lara,Primary Care,3,Low,T008,Territory 008,REP008,Gina Moore,Jameshaven,Ontario
HCP000613,Lisa Craig,Endocrinology,4,Medium,T008,Territory 008,REP008,Gina Moore,Johntown,Manitoba
HCP000614,Donald Ross,Primary Care,7,Medium,T003,Territory 003,REP003,Angie Henderson,Sullivanborough,Ontario
HCP000615,Michael Calhoun,Oncology,5,Medium,T005,Territory 005,REP005,Cristian Santos,Jessicaside,Prince Edward Island
HCP000616,Victor Hill,Cardiology,8,High,T016,Territory 016,REP016,Brian Ramirez,South Sarah,Prince Edward Island
HCP000617,Christopher Hunter,Cardiology,8,High,T006,Territory 006,REP006,Connie Lawrence,New Kellyville,Yukon Territory
HCP000618,Deanna Medina,Cardiology,3,Low,T005,Territory 005,REP005,Cristian Santos,Heatherfurt,Prince Edward Island
HCP000619,Mr. Gerald Rowe,Oncology,5,Medium,T015,Territory 015,REP015,Dylan Miller,Mosleytown,Nunavut
HCP000620,Austin Schultz,Primary Care,4,Medium,T005,Territory 005,REP005,Cristian Santos,Lake Jacqueline,Yukon Territory
HCP000621,Tyler Black,Primary Care,3,Low,T001,Territory 001,REP001,Allison Hill,Lake Marilynbury,Newfoundland and Labrador
HCP000622,Michael Nicholson,Primary Care,5,Medium,T009,Territory 009,REP009,Gabrielle Davis,New Sarahfort,Northwest Territories
HCP000623,Steven Adams,Cardiology,7,Medium,T002,Territory 002,REP002,Noah Rhodes,South Jillian,New Brunswick
HCP000624,Shelley Clark,Neurology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Port John,Prince Edward Island
HCP000625,Richard Wilson,Neurology,10,High,T010,Territory 010,REP010,Ryan Munoz,Lake Stephaniefort,Prince Edward Island
HCP000626,Scott Rubio,Oncology,9,High,T013,Territory 013,REP013,Lisa Hensley,Watsonmouth,Nunavut
HCP000627,Sierra Andrews,Primary Care,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Travishaven,Newfoundland and Labrador
HCP000628,Paul Anderson,Cardiology,5,Medium,T002,Territory 002,REP002,Noah Rhodes,Mendozaside,Alberta
HCP000629,Jennifer Parks,Endocrinology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,South Tiffany,Saskatchewan
HCP000630,Emily Smith,Primary Care,8,High,T012,Territory 012,REP012,Jamie Arnold,South Bianca,Northwest Territories
HCP000631,Scott Lopez,Neurology,3,Low,T004,Territory 004,REP004,Daniel Wagner,Joelfort,Prince Edward Island
HCP000632,Clinton Coleman,Neurology,10,High,T016,Territory 016,REP016,Brian Ramirez,Haynesstad,Northwest Territories
HCP000633,Diana White,Cardiology,9,High,T004,Territory 004,REP004,Daniel Wagner,New Gina,British Columbia
HCP000634,Regina Peters,Endocrinology,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,Gonzalezberg,Nunavut
HCP000635,Cassandra Porter,Endocrinology,9,High,T009,Territory 009,REP009,Gabrielle Davis,Kristenport,Newfoundland and Labrador
HCP000636,Laura Ross,Primary Care,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,North Jason,Newfoundland and Labrador
HCP000637,Mark Cole,Pulmonology,3,Low,T015,Territory 015,REP015,Dylan Miller,Jordanstad,Ontario
HCP000638,Rhonda Cooper,Neurology,5,Medium,T002,Territory 002,REP002,Noah Rhodes,Martinezborough,Prince Edward Island
HCP000639,Mariah Thompson,Primary Care,7,Medium,T014,Territory 014,REP014,Michele Williams,Michaelhaven,Nunavut
HCP000640,Jillian Miller,Primary Care,8,High,T004,Territory 004,REP004,Daniel Wagner,Stevenberg,Manitoba
HCP000641,Tanya Fisher,Endocrinology,9,High,T016,Territory 016,REP016,Brian Ramirez,Sweeneyland,British Columbia
HCP000642,Darren Stewart,Primary Care,8,High,T003,Territory 003,REP003,Angie Henderson,Jenniferfurt,Newfoundland and Labrador
HCP000643,Priscilla Mcmillan,Primary Care,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,Gutierrezburgh,Alberta
HCP000644,David King,Cardiology,5,Medium,T020,Territory 020,REP020,Carla Gray,East Garrettville,British Columbia
HCP000645,Shawn Kelley,Oncology,4,Medium,T016,Territory 016,REP016,Brian Ramirez,Port Randyland,British Columbia
HCP000646,Christopher Pena,Neurology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Parkerbury,Saskatchewan
HCP000647,Mark Anderson,Endocrinology,3,Low,T014,Territory 014,REP014,Michele Williams,North Austin,Northwest Territories
HCP000648,Erika Alvarez,Primary Care,10,High,T001,Territory 001,REP001,Allison Hill,Amyberg,Saskatchewan
HCP000649,Leslie Bryant,Neurology,3,Low,T018,Territory 018,REP018,Derek Zuniga,Millsside,Newfoundland and Labrador
HCP000650,Karen Perez,Cardiology,2,Low,T011,Territory 011,REP011,Monica Herrera,South Kylechester,Newfoundland and Labrador
HCP000651,Adam Mills,Primary Care,7,Medium,T004,Territory 004,REP004,Daniel Wagner,West Justin,Ontario
HCP000652,Thomas Arroyo,Cardiology,3,Low,T008,Territory 008,REP008,Gina Moore,Evanschester,Yukon Territory
HCP000653,David Smith,Endocrinology,5,Medium,T015,Territory 015,REP015,Dylan Miller,Jacobside,Nova Scotia
HCP000654,Christopher Mclaughlin,Pulmonology,7,Medium,T018,Territory 018,REP018,Derek Zuniga,Claytonbury,Newfoundland and Labrador
HCP000655,Mario Black,Pulmonology,5,Medium,T014,Territory 014,REP014,Michele Williams,Justinside,Yukon Territory
HCP000656,Cole Jones,Oncology,4,Medium,T009,Territory 009,REP009,Gabrielle Davis,West Daniel,Nunavut
HCP000657,Denise Dean,Cardiology,7,Medium,T020,Territory 020,REP020,Carla Gray,West Andrew,Alberta
HCP000658,Alison Compton,Primary Care,3,Low,T002,Territory 002,REP002,Noah Rhodes,Josephmouth,Saskatchewan
HCP000659,Brandon Smith,Oncology,5,Medium,T005,Territory 005,REP005,Cristian Santos,West Robert,Yukon Territory
HCP000660,Yolanda Ford,Neurology,9,High,T006,Territory 006,REP006,Connie Lawrence,West Christopherberg,Alberta
HCP000661,James Daniels,Primary Care,4,Medium,T013,Territory 013,REP013,Lisa Hensley,East Paula,Newfoundland and Labrador
HCP000662,Sandra Martinez,Pulmonology,3,Low,T006,Territory 006,REP006,Connie Lawrence,South Kelsey,Nunavut
HCP000663,Zachary Gonzalez,Neurology,5,Medium,T019,Territory 019,REP019,Lisa Jackson,New Elizabethborough,Nunavut
HCP000664,Tyrone Mayer,Primary Care,5,Medium,T005,Territory 005,REP005,Cristian Santos,Lake Jessica,Saskatchewan
HCP000665,Kelly King,Oncology,3,Low,T016,Territory 016,REP016,Brian Ramirez,Jameston,Quebec
HCP000666,Brian Chen,Pulmonology,3,Low,T013,Territory 013,REP013,Lisa Hensley,Alexisview,Prince Edward Island
HCP000667,Richard Smith,Primary Care,8,High,T005,Territory 005,REP005,Cristian Santos,New Kristenfort,Saskatchewan
HCP000668,Jacqueline Davis,Neurology,2,Low,T017,Territory 017,REP017,Holly Wood,South Christopher,Prince Edward Island
HCP000669,Wayne Malone,Oncology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,North Michaelberg,Saskatchewan
HCP000670,Ashley Freeman,Oncology,2,Low,T013,Territory 013,REP013,Lisa Hensley,Tinastad,Yukon Territory
HCP000671,Morgan Smith,Cardiology,9,High,T003,Territory 003,REP003,Angie Henderson,Howardberg,Newfoundland and Labrador
HCP000672,Karina Kim,Cardiology,9,High,T015,Territory 015,REP015,Dylan Miller,Amyfort,New Brunswick
HCP000673,Kimberly Morris,Oncology,7,Medium,T001,Territory 001,REP001,Allison Hill,Hillside,Manitoba
HCP000674,Christopher Phillips,Primary Care,4,Medium,T017,Territory 017,REP017,Holly Wood,Ambermouth,Alberta
HCP000675,Katie Gross,Cardiology,4,Medium,T007,Territory 007,REP007,Abigail Shaffer,New Melissabury,Northwest Territories
HCP000676,Mary Ryan,Cardiology,6,Medium,T011,Territory 011,REP011,Monica Herrera,Leefort,Yukon Territory
HCP000677,Lisa Morris,Primary Care,8,High,T020,Territory 020,REP020,Carla Gray,Danielhaven,Quebec
HCP000678,Russell Anderson,Endocrinology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,East Danielborough,British Columbia
HCP000679,Martin Price,Oncology,6,Medium,T016,Territory 016,REP016,Brian Ramirez,Foxshire,Newfoundland and Labrador
HCP000680,Daniel Robbins,Oncology,10,High,T004,Territory 004,REP004,Daniel Wagner,East Dianaland,Nunavut
HCP000681,Amy Grant,Cardiology,9,High,T004,Territory 004,REP004,Daniel Wagner,Shortton,Prince Edward Island
